read_code,read_term,QOF,cat2,cat1
XaIpn,Heart failure confirmed,No,Chronic cardiac disease,comorbidities
XaItG,Left ventricular diastolic dysfunction,No,Chronic cardiac disease,comorbidities
XaIvK,Coronary heart disease monitoring 1st letter,No,Chronic cardiac disease,comorbidities
XaIvL,Coronary heart disease monitoring 2nd letter,No,Chronic cardiac disease,comorbidities
XaIvM,Coronary heart disease monitoring 3rd letter,No,Chronic cardiac disease,comorbidities
XaIvN,Coronary heart disease monitoring verbal invitation,No,Chronic cardiac disease,comorbidities
XaIwM,Acute ST segment elevation myocardial infarction,No,Chronic cardiac disease,comorbidities
XaIwY,Acute non-ST segment elevation myocardial infarction,No,Chronic cardiac disease,comorbidities
XaJ4J,Exception reporting: CHD quality indicators,No,Chronic cardiac disease,comorbidities
XaJ4L,Excepted from CHD quality indicators: Patient unsuitable,No,Chronic cardiac disease,comorbidities
XaJ4M,Excepted from CHD quality indicators: Informed dissent,No,Chronic cardiac disease,comorbidities
XaJ98,Echocardiogram shows left ventricular systolic dysfunction,No,Chronic cardiac disease,comorbidities
XaJ99,Echocardiogram shows left ventricular diastolic dysfunction,No,Chronic cardiac disease,comorbidities
XaJ9G,New York Heart Association classification - class I,No,Chronic cardiac disease,comorbidities
XaJ9H,New York Heart Association classification - class II,No,Chronic cardiac disease,comorbidities
XaJ9I,New York Heart Association classification - class III,No,Chronic cardiac disease,comorbidities
XaJ9J,New York Heart Association classification - class IV,No,Chronic cardiac disease,comorbidities
XaJIU,Coronary artery bypass graft occlusion,No,Chronic cardiac disease,comorbidities
XaJJv,Cardiothoracic transplantation,No,Chronic cardiac disease,comorbidities
XaJX0,Acute posterolateral myocardial infarction,No,Chronic cardiac disease,comorbidities
XaKNW,Admit heart failure emergency,No,Chronic cardiac disease,comorbidities
XaKyd,Myocardial bridge of coronary artery,No,Chronic cardiac disease,comorbidities
XaL1C,Transfer of care from paediatric congenital heart service,No,Chronic cardiac disease,comorbidities
XaLN7,Heart failure review completed,No,Chronic cardiac disease,comorbidities
XaLNA,Heart failure care plan discussed with patient,No,Chronic cardiac disease,comorbidities
XaLSD,Insertion of drug-eluting coronary artery stent,No,Chronic cardiac disease,comorbidities
XaLeo,Left ventricle aorta tunnel right ventricle pul art val con,No,Chronic cardiac disease,comorbidities
XaLep,Atrial switch and arterial switch,No,Chronic cardiac disease,comorbidities
XaLev,Percutaneous transluminal chemical mediated septal ablation,No,Chronic cardiac disease,comorbidities
XaLf7,Repair double outlet right ventricle intraventricular tunnel,No,Chronic cardiac disease,comorbidities
XaLfL,Repair of univentricular heart,No,Chronic cardiac disease,comorbidities
XaLfM,Total cavopulmonary con extrac inf cav vein pulmon art con,No,Chronic cardiac disease,comorbidities
XaLfN,Total cavopulmonary connection with lateral atrial tunnel,No,Chronic cardiac disease,comorbidities
XaLfO,Radical aortopulmonary reconstr systemic-to-pulmon art shunt,No,Chronic cardiac disease,comorbidities
XaLfQ,Biventricular repair of hypoplastic left heart syndrome,No,Chronic cardiac disease,comorbidities
XaLfS,Conversion atrial pulmonary anastomosis total pulmon connect,No,Chronic cardiac disease,comorbidities
XaLfT,Other specified repair of univentricular heart,No,Chronic cardiac disease,comorbidities
XaLfU,Repair of univentricular heart NOS,No,Chronic cardiac disease,comorbidities
XaLfW,Relief of right ventricular outflow tract obstruction,No,Chronic cardiac disease,comorbidities
XaLfX,Repair of double chambered right ventricle,No,Chronic cardiac disease,comorbidities
XaLg5,Repair of rupture of coronary artery,No,Chronic cardiac disease,comorbidities
XaLg6,Repair of arteriovenous malformation of coronary artery,No,Chronic cardiac disease,comorbidities
XaLgU,Perc translumin balloon angioplasty stenting coronary artery,No,Chronic cardiac disease,comorbidities
XaLgV,Perc translum ball angio insert 1-2 drug elut stents cor art,No,Chronic cardiac disease,comorbidities
XaLgW,Perc tran ball angio ins 3 or more drug elut stents cor art,No,Chronic cardiac disease,comorbidities
XaLgX,Perc translum balloon angioplasty insert 1-2 stents cor art,No,Chronic cardiac disease,comorbidities
XaLgY,Percutaneous cor balloon angiop 3 more stents cor art NEC,No,Chronic cardiac disease,comorbidities
XaLgZ,OS perc translumina balloon angioplast stenting coronary art,No,Chronic cardiac disease,comorbidities
XaLga,Perc translum balloon angioplasty stenting coronary art NOS,No,Chronic cardiac disease,comorbidities
XaLon,Heart failure 6 month review,No,Chronic cardiac disease,comorbidities
XaLqp,Congenital heart condition monitoring,No,Chronic cardiac disease,comorbidities
XaMFr,Heart failure monitoring telephone invite,No,Chronic cardiac disease,comorbidities
XaMGk,Coronary heart disease monitoring telephone invite,No,Chronic cardiac disease,comorbidities
XaMGo,Heart failure monitoring verbal invite,No,Chronic cardiac disease,comorbidities
XaMGs,Heart failure monitoring first letter,No,Chronic cardiac disease,comorbidities
XaMGt,Heart failure monitoring second letter,No,Chronic cardiac disease,comorbidities
XaMGu,Heart failure monitoring third letter,No,Chronic cardiac disease,comorbidities
XaMJ9,Exception reporting: heart failure quality indicators,No,Chronic cardiac disease,comorbidities
XaMJA,Excepted heart failure quality indicators: Patient unsuitabl,No,Chronic cardiac disease,comorbidities
XaMJB,Excepted heart failure quality indicators: Informed dissent,No,Chronic cardiac disease,comorbidities
XaMK5,Repair of tetralogy of Fallot using transannular patch,No,Chronic cardiac disease,comorbidities
XaMK6,Repair of tetralogy of Fallot with absent pulmonary valve,No,Chronic cardiac disease,comorbidities
XaMK7,Repair Fallot-type pulmonary atresia aortopulmonary collater,No,Chronic cardiac disease,comorbidities
XaMKA,Other repair of transposition of great arteries,No,Chronic cardiac disease,comorbidities
XaMKB,Repositioning of transposed great arteries,No,Chronic cardiac disease,comorbidities
XaMKC,OS other repair of transposition of great arteries,No,Chronic cardiac disease,comorbidities
XaMKD,Other repair of transposition of great arteries NOS,No,Chronic cardiac disease,comorbidities
XaMKE,Percut translum cutting balloon angioplasty coronary artery,No,Chronic cardiac disease,comorbidities
XaMqN,Atrial inversion operations for transposition of great art,No,Chronic cardiac disease,comorbidities
XaMzU,Review of patient at risk from coronary heart disease,No,Chronic cardiac disease,comorbidities
XaNxN,Admit ischaemic heart disease emergency,No,Chronic cardiac disease,comorbidities
XaO5n,Congestive heart failure due to valvular disease,No,Chronic cardiac disease,comorbidities
XaOiT,Congenital dextroposition of heart,No,Chronic cardiac disease,comorbidities
XaPiK,High risk of heart failure screening invitation,No,Chronic cardiac disease,comorbidities
XaPr5,Aortopulm reconstruct with systemic to pulmon arterial shunt,No,Chronic cardiac disease,comorbidities
XaPx1,Excepted CVD quality indicators: informed dissent,No,Chronic cardiac disease,comorbidities
XaQk7,History of myocardial infarction,No,Chronic cardiac disease,comorbidities
XaR8o,Heart failure resolved,No,Chronic cardiac disease,comorbidities
XaRFL,Exception reporting: myocardial infarction quality indicator,No,Chronic cardiac disease,comorbidities
XaRFO,Exc myocard infarction quality indicators: informed dissent,No,Chronic cardiac disease,comorbidities
XaRFP,Exc myocar infarction quality indicators: patient unsuitable,No,Chronic cardiac disease,comorbidities
XaVvs,Coronary artery bypass graft operation planned,No,Chronic cardiac disease,comorbidities
XaWye,Takotsubo cardiomyopathy,No,Chronic cardiac disease,comorbidities
XaWyi,Heart failure with normal ejection fraction,No,Chronic cardiac disease,comorbidities
XaX1p,Coronary angioplasty planned,No,Chronic cardiac disease,comorbidities
XaXIR,Referral to heart failure education group declined,No,Chronic cardiac disease,comorbidities
XaXLu,Worsening pulmonary oedema,No,Chronic cardiac disease,comorbidities
XaXNg,Tachycardia-induced cardiomyopathy,No,Chronic cardiac disease,comorbidities
XaXew,Angina self management plan commenced,No,Chronic cardiac disease,comorbidities
XaXex,Angina self management plan completed,No,Chronic cardiac disease,comorbidities
XaXgq,Referral to heart failure exercise programme declined,No,Chronic cardiac disease,comorbidities
XaXgs,Referral to heart failure exercise programme not indicated,No,Chronic cardiac disease,comorbidities
XaXkR,Has heart failure management plan,No,Chronic cardiac disease,comorbidities
XaXnr,Frequency of angina,No,Chronic cardiac disease,comorbidities
XaXzw,Preferred place of care for next exacerbation heart failure,No,Chronic cardiac disease,comorbidities
XaYYq,Coronary microvascular disease,No,Chronic cardiac disease,comorbidities
XaYYr,Right ventricular diastolic dysfunction,No,Chronic cardiac disease,comorbidities
XaYYs,Diastolic dysfunction,No,Chronic cardiac disease,comorbidities
XaYae,Angina self-management plan review,No,Chronic cardiac disease,comorbidities
XaYb7,Angina self-management plan agreed,No,Chronic cardiac disease,comorbidities
XaYbC,Heart failure self-management plan agreed,No,Chronic cardiac disease,comorbidities
XaYft,Education about deteriorating heart failure,No,Chronic cardiac disease,comorbidities
XaZKd,H/O acute coronary syndrome,No,Chronic cardiac disease,comorbidities
XaZSy,Percutaneous coronary intervention,No,Chronic cardiac disease,comorbidities
XaZcx,Amyloid cardiomyopathy,No,Chronic cardiac disease,comorbidities
XaZih,Heart failure clinical pathway,No,Chronic cardiac disease,comorbidities
XaZlp,Referral to Angina Plan self-management programme,No,Chronic cardiac disease,comorbidities
XaZlr,Referral to Angina Plan self-management programme declined,No,Chronic cardiac disease,comorbidities
XaaH6,Referral to rapid access heart failure clinic,No,Chronic cardiac disease,comorbidities
XaaUg,Emergency percutaneous coronary intervention,No,Chronic cardiac disease,comorbidities
Xaacj,Left ventricular cardiac dysfunction,No,Chronic cardiac disease,comorbidities
Xaapw,Right ventricular systolic dysfunction,No,Chronic cardiac disease,comorbidities
XabM9,On optimal heart failure therapy,No,Chronic cardiac disease,comorbidities
XabvP,Heart failure rehabilitation programme not available,No,Chronic cardiac disease,comorbidities
XaeVd,Non-obstructive coronary atherosclerosis,No,Chronic cardiac disease,comorbidities
XafeB,Heart failure with reduced ejection fraction,No,Chronic cardiac disease,comorbidities
XagLe,Coronary heart disease monitoring invitation email,No,Chronic cardiac disease,comorbidities
Xagdx,Andersen Tawil syndrome,No,Chronic cardiac disease,comorbidities
Y1781,Patient unsuitable for PTCA,No,Chronic cardiac disease,comorbidities
Y1eef,Mixed myocardial ischaemia and infarction,No,Chronic cardiac disease,comorbidities
Y1f1c,Coronary heart disease monitoring invitation,No,Chronic cardiac disease,comorbidities
Y1f20,Heart failure monitoring invitation,No,Chronic cardiac disease,comorbidities
Y1f93,Quality and Outcomes Framework secondary prevention of coronary heart disease quality indicator-related care invitation (procedure),No,Chronic cardiac disease,comorbidities
Y1f9c,Quality and Outcomes Framework heart failure quality indicator-related care invitation (procedure),No,Chronic cardiac disease,comorbidities
Y1f9d,Excepted from heart failure quality indicators - service unavailable (finding),No,Chronic cardiac disease,comorbidities
Y3657,H/O: Ischaemic heart disease,No,Chronic cardiac disease,comorbidities
Y9998,Common arterial trunk,No,Chronic cardiac disease,comorbidities
ZV421,[V]Heart transplanted,No,Chronic cardiac disease,comorbidities
ZV457,[V]Presence of aortocoronary bypass graft,No,Chronic cardiac disease,comorbidities
G3112,Angina at rest,No,Chronic cardiac disease,comorbidities
G3111,Unstable angina,No,Chronic cardiac disease,comorbidities
G3114,Worsening angina,No,Chronic cardiac disease,comorbidities
14AT.,H/O: myocardial infarction,No,Chronic cardiac disease,comorbidities
G584.,Right ventricular failure,No,Chronic cardiac disease,comorbidities
33BA.,Impaired left ventricular func,No,Chronic cardiac disease,comorbidities
P501.,Aortic septal defect,No,Chronic cardiac disease,comorbidities
P502.,Persistent truncus arteriosus,No,Chronic cardiac disease,comorbidities
G33z4,Ischaemic chest pain,No,Chronic cardiac disease,comorbidities
7A521,Endarterectomy NEC,No,Chronic cardiac disease,comorbidities
79296,Percut translum ather cor art,No,Chronic cardiac disease,comorbidities
7A547,Perc translum thrombol artery,No,Chronic cardiac disease,comorbidities
79294,Insert coronary artery stent,No,Chronic cardiac disease,comorbidities
7A532,Ligation of artery NEC,No,Chronic cardiac disease,comorbidities
790K1,Repair Fallot-type DORV,No,Chronic cardiac disease,comorbidities
790K2,Repair of double outlet right ventricle,No,Chronic cardiac disease,comorbidities
790D5,Rastelli creat cond rv pu art,No,Chronic cardiac disease,comorbidities
790M5,Takedown of total cavopulmonary connection,No,Chronic cardiac disease,comorbidities
G33z7,Stable angina,No,Chronic cardiac disease,comorbidities
G33z6,New onset angina,No,Chronic cardiac disease,comorbidities
G332.,Coronary artery spasm,No,Chronic cardiac disease,comorbidities
G344.,Silent myocardial ischaemia,No,Chronic cardiac disease,comorbidities
G3070,Acute non-Q wave infarction,No,Chronic cardiac disease,comorbidities
G309.,Acute Q-wave infarct,No,Chronic cardiac disease,comorbidities
G37..,Cardiac syndrome X,No,Chronic cardiac disease,comorbidities
G362.,Vent sep def/c comp fol ac MI,No,Chronic cardiac disease,comorbidities
G5402,Mitral valve prolapse,No,Chronic cardiac disease,comorbidities
P68..,Congenital heart disease,No,Chronic cardiac disease,comorbidities
G11..,Mitral valve diseases,No,Chronic cardiac disease,comorbidities
G5412,"Aortic incompetence alone, cause unspecified",No,Chronic cardiac disease,comorbidities
G541.,Aortic valve disorders,No,Chronic cardiac disease,comorbidities
G1404,"Tricuspid incomp., cause unsp",No,Chronic cardiac disease,comorbidities
Gyu12,[X]Oth tricuspid valve disease,No,Chronic cardiac disease,comorbidities
L1865,Cardiomyopathy in puerperium,No,Chronic cardiac disease,comorbidities
G....,CVS diseases,No,Chronic cardiac disease,comorbidities
G30A.,Mural thrombosis,No,Chronic cardiac disease,comorbidities
G4...,Heart disease - pulmonary,No,Chronic cardiac disease,comorbidities
G761.,Stricture of artery,No,Chronic cardiac disease,comorbidities
G78..,Occlusion of artery,No,Chronic cardiac disease,comorbidities
G72A.,Dissection of other specified arteries,No,Chronic cardiac disease,comorbidities
G72B1,Coronary artery dissection,No,Chronic cardiac disease,comorbidities
G762.,Rupture of artery,No,Chronic cardiac disease,comorbidities
G76..,Other artery/arteriole disord.,No,Chronic cardiac disease,comorbidities
L185.,"Congenital cardiovascular disorders during pregnancy, childbirth and the puerperium",No,Chronic cardiac disease,comorbidities
P5...,Bulb.cordis/cardiac sept.anom.,No,Chronic cardiac disease,comorbidities
